MF_GO_IDs,gene
GO:0009055,_ptg000541l_000020
GO:0009055,_ptg000966l_000001
GO:0009055,_ptg000692l_000031
GO:0009055,_ptg000799l_000021
GO:0009055,_ptg000792l_000013
GO:0009055,_ptg000019l_000304
GO:0009055,_ptg000020l_000082
GO:0009055,_ptg000006l_002385
GO:0009055,_ptg000006l_002017
GO:0009055,_ptg000003l_000413
GO:0009055,_ptg000001l_001317
GO:0009055,_ptg001003l_000010
GO:0009055,_ptg000782l_000007
GO:0009540,_ptg000025l_000335
GO:0009678,_ptg000016l_001036
GO:0009678,_ptg000024l_000115
GO:0009678,_ptg000004l_000371
GO:0009678,_ptg000014l_000981
GO:0009881,_ptg000023l_000010
GO:0009881,_ptg000016l_001737
GO:0009882,_ptg000018l_000423
GO:0009882,_ptg000001l_001968
GO:0009916,_ptg000019l_000862
GO:0009916,_ptg000006l_001403
GO:0009916,_ptg000038l_000853
GO:0009916,_ptg000006l_000421
GO:0009916,_ptg000006l_000422
GO:0009976,_ptg000006l_001847
GO:0009982,_ptg000025l_000554
GO:0009982,_ptg000001l_001549
GO:0009982,_ptg000008l_000759
GO:0009982,_ptg000003l_001118
GO:0009982,_ptg000014l_001102
GO:0009982,_ptg000038l_000025
GO:0009982,_ptg000016l_000817
GO:0009982,_ptg000014l_000980
GO:0009982,_ptg000008l_000827
GO:0009982,_ptg000001l_001996
GO:0010011,_ptg000011l_000301
GO:0010011,_ptg000011l_000300
GO:0010011,_ptg000011l_000298
GO:0010181,_ptg000038l_000953
GO:0010181,_ptg000006l_000914
GO:0010181,_ptg000007l_001487
GO:0010181,_ptg000016l_001553
GO:0010181,_ptg000023l_000847
GO:0010181,_ptg000025l_000731
GO:0010181,_ptg000007l_000783
GO:0010181,_ptg000029l_000189
GO:0010242,_ptg000025l_000372
GO:0010242,_ptg000008l_000228
GO:0010277,_ptg000001l_000939
GO:0010309,_ptg000009l_000487
GO:0010309,_ptg000009l_000485
GO:0010329,_ptg000016l_001192
GO:0010333,_ptg000025l_000360
GO:0010333,_ptg000006l_001921
GO:0010333,_ptg000020l_001374
GO:0010333,_ptg000038l_000140
GO:0010333,_ptg000019l_000596
GO:0010333,_ptg000019l_001044
GO:0010333,_ptg000011l_000308
GO:0010333,_ptg000016l_000475
GO:0010333,_ptg000007l_001489
GO:0010333,_ptg000038l_000138
GO:0010333,_ptg000019l_000413
GO:0010333,_ptg000014l_000858
GO:0010333,_ptg000019l_000155
GO:0010333,_ptg000038l_000135
GO:0010333,_ptg000020l_001378
GO:0010333,_ptg000019l_000595
GO:0010333,_ptg000038l_000144
GO:0010333,_ptg000038l_000137
GO:0010333,_ptg000038l_000143
GO:0010333,_ptg000008l_000843
GO:0010333,_ptg000038l_000148
GO:0010333,_ptg000019l_000430
GO:0010333,_ptg000019l_001035
GO:0010333,_ptg000019l_001034
GO:0010333,_ptg000019l_000601
GO:0010427,_ptg000010l_001220
GO:0010427,_ptg000023l_000618
GO:0010427,_ptg000018l_001991
GO:0010997,_ptg000006l_001981
GO:0010997,_ptg000006l_001988
GO:0010997,_ptg000006l_001992
GO:0010997,_ptg000006l_001985
GO:0010997,_ptg000006l_001024
GO:0010997,_ptg000014l_001684
GO:0010997,_ptg000020l_000240
GO:0010997,_ptg000018l_001636
GO:0015002,_ptg000016l_001651
GO:0015002,_ptg000594l_000010
GO:0015018,_ptg000019l_000873
GO:0015018,_ptg000001l_001832
GO:0015018,_ptg000018l_001150
GO:0015018,_ptg000001l_001018
GO:0015018,_ptg000006l_001846
GO:0015035,_ptg000027l_001026
GO:0015035,_ptg000027l_001028
GO:0015035,_ptg000001l_001640
GO:0015035,_ptg000025l_000821
GO:0015035,_ptg000003l_000327
GO:0015035,_ptg000007l_000767
GO:0015035,_ptg000025l_000476
GO:0015035,_ptg000004l_000082
GO:0015035,_ptg000016l_002151
GO:0015035,_ptg000007l_001431
GO:0015035,_ptg000001l_001041
GO:0015035,_ptg000019l_001135
GO:0015035,_ptg000020l_001652
GO:0015035,_ptg000001l_000445
GO:0015035,_ptg000027l_001363
GO:0015035,_ptg000003l_000767
GO:0015035,_ptg000006l_002380
GO:0015035,_ptg000003l_000769
GO:0015035,_ptg000001l_000606
GO:0015035,_ptg000003l_000643
GO:0015035,_ptg000019l_000226
GO:0015035,_ptg000019l_001253
GO:0015035,_ptg000011l_000342
GO:0015035,_ptg000006l_002337
GO:0015035,_ptg000007l_000030
GO:0015035,_ptg000027l_000011
GO:0015035,_ptg000023l_000781
GO:0015035,_ptg000003l_000765
GO:0015035,_ptg000012l_000583
GO:0015035,_ptg000016l_000368
GO:0015035,_ptg000019l_001417
GO:0015035,_ptg000012l_000499
GO:0015035,_ptg000011l_000441
GO:0015035,_ptg000001l_000990
GO:0015035,_ptg000008l_000909
GO:0015035,_ptg000007l_001464
GO:0015035,_ptg000018l_000972
GO:0015035,_ptg000010l_000992
GO:0015035,_ptg000003l_000496
GO:0015035,_ptg000001l_001984
GO:0015078,_ptg000756l_000004
GO:0015078,_ptg000835l_000002
GO:0015078,_ptg000570l_000006
GO:0015078,_ptg000741l_000004
GO:0015078,_ptg000808l_000004
GO:0015078,_ptg000967l_000004
GO:0015078,_ptg000911l_000003
GO:0015078,_ptg000292l_000018
GO:0015078,_ptg000163l_000005
GO:0015078,_ptg000213l_000006
GO:0015078,_ptg000963l_000007
GO:0015078,_ptg000368l_000022
GO:0015078,_ptg000089l_000019
GO:0015078,_ptg000080l_000005
GO:0015078,_ptg000472l_000013
GO:0015078,_ptg000181l_000004
GO:0015078,_ptg000620l_000005
GO:0015078,_ptg000839l_000006
GO:0015078,_ptg000089l_000026
GO:0015078,_ptg000356l_000004
GO:0015078,_ptg001048l_000006
GO:0015078,_ptg000446l_000007
GO:0015078,_ptg000038l_000391
GO:0015078,_ptg000673l_000003
GO:0015078,_ptg000572l_000005
GO:0015078,_ptg000162l_000008
GO:0015078,_ptg000666l_000007
GO:0015078,_ptg000267l_000011
GO:0015078,_ptg000170l_000007
GO:0015078,_ptg000366l_000007
GO:0015078,_ptg000570l_000005
GO:0015078,_ptg000434l_000005
GO:0015078,_ptg000889l_000005
GO:0015078,_ptg000724l_000005
GO:0015078,_ptg000708l_000010
GO:0015078,_ptg000822l_000009
GO:0015078,_ptg000365l_000005
GO:0015078,_ptg000730l_000003
GO:0015078,_ptg000812l_000010
GO:0015078,_ptg000256l_000013
GO:0015078,_ptg000557l_000012
GO:0015078,_ptg000140l_000009
GO:0015078,_ptg000088l_000004
GO:0015078,_ptg000750l_000004
GO:0015078,_ptg000122l_000008
GO:0015078,_ptg000125l_000013
GO:0015078,_ptg000622l_000005
GO:0015078,_ptg000377l_000005
GO:0015078,_ptg000885l_000008
GO:0015078,_ptg000349l_000007
GO:0015078,_ptg000436l_000005
GO:0015078,_ptg000813l_000008
GO:0015078,_ptg001068l_000007
GO:0015078,_ptg000771l_000009
GO:0015078,_ptg000434l_000004
GO:0015078,_ptg000627l_000007
GO:0015078,_ptg000215l_000001
GO:0015078,_ptg000816l_000004
GO:0015078,_ptg001108l_000004
GO:0015078,_ptg000122l_000007
GO:0015078,_ptg001016l_000002
GO:0015078,_ptg000488l_000005
GO:0015078,_ptg000377l_000004
GO:0015078,_ptg001092l_000005
GO:0015078,_ptg000127l_000006
GO:0015078,_ptg000472l_000014
GO:0015078,_ptg000015l_000027
GO:0015078,_ptg001010l_000005
GO:0015078,_ptg000448l_000009
GO:0015078,_ptg000178l_000004
GO:0015078,_ptg000496l_000010
GO:0015078,_ptg000331l_000008
GO:0015078,_ptg000695l_000006
GO:0015078,_ptg000245l_000009
GO:0015078,_ptg001035l_000006
GO:0015078,_ptg000170l_000006
GO:0015078,_ptg001043l_000005
GO:0015078,_ptg000258l_000005
GO:0015078,_ptg000010l_000435
GO:0015078,_ptg000280l_000003
GO:0015078,_ptg000621l_000005
GO:0015078,_ptg000214l_000004
GO:0015078,_ptg000689l_000015
GO:0015078,_ptg000161l_000004
GO:0015078,_ptg000356l_000005
GO:0015078,_ptg000020l_000172
GO:0015078,_ptg000496l_000011
GO:0015078,_ptg000465l_000013
GO:0015078,_ptg000942l_000009
GO:0015078,_ptg000139l_000010
GO:0015078,_ptg000485l_000009
GO:0015078,_ptg000620l_000004
GO:0015078,_ptg000539l_000013
GO:0015078,_ptg000001l_001631
GO:0015078,_ptg000937l_000008
GO:0015078,_ptg000387l_000011
GO:0015078,_ptg000137l_000004
GO:0015078,_ptg000038l_000599
GO:0015078,_ptg000867l_000009
GO:0015078,_ptg000803l_000004
GO:0015078,_ptg000539l_000015
GO:0015078,_ptg000447l_000006
GO:0015078,_ptg000911l_000004
GO:0015078,_ptg000715l_000007
GO:0015078,_ptg000016l_000737
GO:0015078,_ptg000026l_000013
GO:0015078,_ptg000786l_000006
GO:0015078,_ptg000142l_000004
GO:0015078,_ptg000305l_000003
GO:0015078,_ptg000690l_000006
GO:0015078,_ptg000651l_000006
GO:0015078,_ptg000010l_000820
GO:0015078,_ptg001043l_000004
GO:0015078,_ptg000292l_000019
GO:0015078,_ptg000088l_000005
GO:0015078,_ptg000240l_000009
GO:0015078,_ptg000964l_000007
GO:0015078,_ptg000756l_000005
GO:0015078,_ptg000111l_000024
GO:0015078,_ptg000676l_000017
GO:0015078,_ptg000388l_000004
GO:0015078,_ptg000488l_000004
GO:0015078,_ptg000271l_000008
GO:0015078,_ptg000041l_000017
GO:0015078,_ptg000665l_000004
GO:0015078,_ptg000082l_000006
GO:0015078,_ptg000125l_000014
GO:0015078,_ptg000271l_000009
GO:0015078,_ptg000549l_000006
GO:0015078,_ptg000715l_000008
GO:0015078,_ptg000554l_000006
GO:0015078,_ptg000659l_000010
GO:0015078,_ptg000370l_000006
GO:0015078,_ptg000900l_000011
GO:0015078,_ptg000414l_000008
GO:0015078,_ptg000954l_000010
GO:0015078,_ptg000251l_000017
GO:0015078,_ptg000722l_000006
GO:0015078,_ptg000634l_000004
GO:0015078,_ptg000880l_000009
GO:0015078,_ptg000632l_000006
GO:0015078,_ptg000658l_000004
GO:0015078,_ptg000119l_000012
GO:0015078,_ptg000195l_000012
GO:0015078,_ptg000724l_000004
GO:0015078,_ptg000111l_000023
GO:0015078,_ptg000750l_000002
GO:0015078,_ptg000896l_000004
GO:0015078,_ptg000018l_001957
GO:0015078,_ptg000695l_000005
GO:0015078,_ptg000006l_001730
GO:0015078,_ptg000268l_000010
GO:0015078,_ptg000004l_000503
GO:0015078,_ptg000627l_000005
GO:0015078,_ptg000023l_000054
GO:0015078,_ptg000900l_000010
GO:0015078,_ptg000330l_000008
GO:0015078,_ptg000751l_000005
GO:0015078,_ptg000604l_000017
GO:0015078,_ptg000010l_000016
GO:0015078,_ptg000446l_000009
GO:0015078,_ptg000604l_000016
GO:0015078,_ptg001030l_000004
GO:0015078,_ptg000185l_000008
GO:0015078,_ptg000981l_000006
GO:0015078,_ptg000973l_000003
GO:0015078,_ptg000705l_000008
GO:0015078,_ptg000010l_000269
GO:0015078,_ptg000694l_000007
GO:0015078,_ptg000219l_000010
GO:0015078,_ptg000752l_000005
GO:0015078,_ptg000053l_000006
GO:0015078,_ptg000716l_000007
GO:0015078,_ptg000251l_000018
GO:0015078,_ptg000727l_000004
GO:0015078,_ptg000229l_000007
GO:0015078,_ptg001068l_000006
GO:0015078,_ptg000507l_000007
GO:0015078,_ptg000943l_000006
GO:0015078,_ptg000673l_000004
GO:0015078,_ptg001066l_000003
GO:0015078,_ptg000127l_000008
GO:0015078,_ptg000625l_000003
GO:0015078,_ptg000388l_000005
GO:0015078,_ptg000311l_000013
GO:0015078,_ptg000991l_000003
GO:0015078,_ptg000864l_000012
GO:0015078,_ptg000036l_000009
GO:0015078,_ptg000109l_000006
GO:0015078,_ptg000511l_000005
GO:0015078,_ptg000014l_001142
GO:0015078,_ptg000370l_000007
GO:0015078,_ptg000943l_000005
GO:0015078,_ptg000461l_000013
GO:0015078,_ptg000860l_000006
GO:0015078,_ptg000991l_000005
GO:0015078,_ptg000677l_000004
GO:0015078,_ptg000405l_000009
GO:0015078,_ptg000625l_000004
GO:0015078,_ptg000562l_000005
GO:0015078,_ptg000885l_000007
GO:0015078,_ptg000090l_000005
GO:0015078,_ptg001063l_000011
GO:0015078,_ptg000009l_000857
GO:0015078,_ptg000101l_000008
GO:0015078,_ptg001039l_000005
GO:0015078,_ptg001050l_000008
GO:0015078,_ptg000270l_000016
GO:0015078,_ptg000764l_000007
GO:0015078,_ptg000878l_000006
GO:0015078,_ptg000016l_001588
GO:0015078,_ptg001109l_000010
GO:0015078,_ptg000973l_000004
GO:0015078,_ptg000945l_000004
GO:0015078,_ptg000714l_000006
GO:0015078,_ptg000540l_000015
GO:0015078,_ptg000408l_000005
GO:0015078,_ptg000507l_000006
GO:0015078,_ptg000891l_000004
GO:0015078,_ptg000089l_000016
GO:0015078,_ptg000531l_000018
GO:0015078,_ptg000066l_000007
GO:0015078,_ptg000036l_000010
GO:0015078,_ptg000420l_000004
GO:0015078,_ptg001086l_000007
GO:0015078,_ptg000001l_001226
GO:0015078,_ptg000148l_000007
GO:0015078,_ptg000263l_000004
GO:0015078,_ptg000016l_000730
GO:0015078,_ptg000360l_000006
GO:0015078,_ptg000018l_000233
GO:0015078,_ptg000550l_000008
GO:0015078,_ptg000331l_000006
GO:0015078,_ptg000658l_000003
GO:0015078,_ptg000392l_000004
GO:0015078,_ptg000694l_000008
GO:0015078,_ptg001028l_000009
GO:0015078,_ptg000255l_000004
GO:0015078,_ptg000538l_000007
GO:0015078,_ptg001081l_000004
GO:0015078,_ptg001086l_000008
GO:0015078,_ptg001068l_000005
GO:0015078,_ptg000288l_000004
GO:0015078,_ptg000090l_000004
GO:0015078,_ptg000471l_000004
GO:0015078,_ptg000265l_000011
GO:0015078,_ptg000485l_000011
GO:0015078,_ptg000368l_000020
GO:0015078,_ptg001048l_000007
GO:0015078,_ptg000341l_000009
GO:0015078,_ptg001028l_000008
GO:0015078,_ptg001012l_000009
GO:0015078,_ptg000937l_000006
GO:0015078,_ptg000180l_000008
GO:0015078,_ptg000450l_000006
GO:0015078,_ptg000122l_000006
GO:0015078,_ptg000206l_000014
GO:0015078,_ptg000629l_000011
GO:0015078,_ptg000554l_000007
GO:0015078,_ptg000182l_000002
GO:0015078,_ptg000152l_000005
GO:0015078,_ptg000621l_000004
GO:0015078,_ptg000985l_000006
GO:0015078,_ptg000038l_000398
GO:0015078,_ptg000923l_000008
GO:0015078,_ptg000280l_000002
GO:0015078,_ptg000446l_000008
GO:0015078,_ptg000523l_000010
GO:0015078,_ptg000007l_001340
GO:0015078,_ptg001048l_000005
GO:0015078,_ptg000834l_000012
GO:0015078,_ptg000042l_000035
GO:0015078,_ptg000267l_000010
GO:0015078,_ptg000550l_000009
GO:0015078,_ptg001122l_000007
GO:0015078,_ptg000592l_000005
GO:0015078,_ptg000823l_000009
GO:0015078,_ptg000621l_000006
GO:0015078,_ptg000659l_000011
GO:0015078,_ptg000852l_000007
GO:0015078,_ptg000305l_000005
GO:0015078,_ptg000331l_000007
GO:0015078,_ptg000185l_000009
GO:0015078,_ptg000880l_000008
GO:0015078,_ptg000001l_000806
GO:0015078,_ptg000007l_000683
GO:0015078,_ptg000016l_000491
GO:0015078,_ptg000656l_000004
GO:0015078,_ptg000899l_000005
GO:0015078,_ptg000670l_000008
GO:0015078,_ptg000871l_000003
GO:0015078,_ptg000242l_000004
GO:0015078,_ptg000873l_000006
GO:0015078,_ptg000993l_000006
GO:0015078,_ptg001081l_000003
GO:0015078,_ptg000311l_000014
GO:0015078,_ptg000167l_000006
GO:0015078,_ptg001027l_000011
GO:0015078,_ptg000178l_000005
GO:0015078,_ptg000767l_000004
GO:0015078,_ptg000752l_000004
GO:0015078,_ptg000786l_000007
GO:0015078,_ptg000770l_000011
GO:0015078,_ptg000689l_000016
GO:0015078,_ptg000897l_000003
GO:0015078,_ptg000991l_000004
GO:0015078,_ptg001115l_000016
GO:0015078,_ptg000891l_000005
GO:0015078,_ptg000317l_000014
GO:0015078,_ptg000309l_000007
GO:0015078,_ptg000629l_000012
GO:0015078,_ptg001113l_000004
GO:0015078,_ptg000412l_000010
GO:0015078,_ptg000670l_000007
GO:0015078,_ptg001119l_000009
GO:0015078,_ptg000852l_000006
GO:0015078,_ptg001098l_000015
GO:0015078,_ptg000567l_000009
GO:0015078,_ptg000670l_000009
GO:0015078,_ptg000053l_000005
GO:0015078,_ptg001084l_000004
GO:0015078,_ptg000148l_000006
GO:0015078,_ptg000305l_000004
GO:0015078,_ptg000180l_000007
GO:0015078,_ptg000797l_000005
GO:0015078,_ptg000015l_000026
GO:0015078,_ptg000548l_000006
GO:0015078,_ptg000258l_000004
GO:0015078,_ptg000435l_000010
GO:0015078,_ptg000139l_000009
GO:0015078,_ptg001108l_000005
GO:0015078,_ptg000244l_000006
GO:0015078,_ptg000029l_000314
GO:0015078,_ptg000804l_000006
GO:0015078,_ptg000622l_000006
GO:0015078,_ptg000341l_000007
GO:0015078,_ptg000543l_000009
GO:0015078,_ptg000010l_000270
GO:0015078,_ptg000795l_000005
GO:0015078,_ptg000512l_000006
GO:0015078,_ptg000695l_000004
GO:0015078,_ptg000034l_000036
GO:0015078,_ptg000365l_000004
GO:0015078,_ptg000878l_000005
GO:0015078,_ptg000954l_000008
GO:0015078,_ptg000341l_000008
GO:0015078,_ptg000420l_000006
GO:0015078,_ptg001039l_000006
GO:0015078,_ptg000420l_000005
GO:0015078,_ptg000562l_000004
GO:0015078,_ptg000371l_000001
GO:0015078,_ptg001135l_000006
GO:0015078,_ptg000123l_000001
GO:0015078,_ptg000835l_000001
GO:0015078,_ptg000876l_000013
GO:0015078,_ptg000444l_000012
GO:0015078,_ptg000881l_000006
GO:0015078,_ptg001100l_000008
GO:0015078,_ptg000270l_000015
GO:0015078,_ptg000764l_000006
GO:0015078,_ptg000414l_000010
GO:0015078,_ptg000604l_000018
GO:0015078,_ptg001034l_000003
GO:0015078,_ptg000025l_000122
GO:0015078,_ptg001035l_000004
GO:0015078,_ptg001016l_000001
GO:0015078,_ptg000592l_000004
GO:0015078,_ptg000867l_000010
GO:0015078,_ptg000754l_000006
GO:0015078,_ptg000705l_000009
GO:0015078,_ptg000899l_000004
GO:0015078,_ptg000690l_000005
GO:0015078,_ptg000812l_000009
GO:0015078,_ptg000201l_000021
GO:0015078,_ptg000246l_000005
GO:0015078,_ptg000881l_000007
GO:0015078,_ptg000245l_000011
GO:0015078,_ptg000400l_000006
GO:0015078,_ptg000254l_000010
GO:0015078,_ptg000577l_000014
GO:0015078,_ptg000185l_000010
GO:0015078,_ptg000988l_000008
GO:0015078,_ptg000632l_000007
GO:0015078,_ptg000754l_000005
GO:0015078,_ptg001084l_000005
GO:0015078,_ptg000330l_000009
GO:0015078,_ptg000771l_000010
GO:0015078,_ptg001088l_000004
GO:0015078,_ptg000988l_000007
GO:0015078,_ptg000942l_000010
GO:0015078,_ptg001023l_000004
GO:0015078,_ptg000360l_000005
GO:0015078,_ptg000937l_000007
GO:0015078,_ptg000245l_000010
GO:0015078,_ptg000750l_000003
GO:0015078,_ptg000538l_000008
GO:0015078,_ptg000229l_000008
GO:0015078,_ptg000627l_000006
GO:0015078,_ptg000651l_000007
GO:0015078,_ptg000376l_000008
GO:0015078,_ptg000993l_000005
GO:0015078,_ptg000181l_000005
GO:0015078,_ptg000549l_000007
GO:0015078,_ptg000471l_000003
GO:0015078,_ptg000011l_000073
GO:0015078,_ptg000954l_000009
GO:0015078,_ptg000834l_000011
GO:0015078,_ptg000620l_000006
GO:0015078,_ptg000512l_000004
GO:0015078,_ptg000209l_000006
GO:0015078,_ptg000461l_000012
GO:0015078,_ptg000485l_000010
GO:0015078,_ptg000109l_000007
GO:0015078,_ptg000167l_000007
GO:0015078,_ptg000717l_000007
GO:0015078,_ptg000152l_000006
GO:0015078,_ptg000834l_000013
GO:0015078,_ptg001066l_000004
GO:0015078,_ptg000828l_000007
GO:0015078,_ptg000448l_000008
GO:0015078,_ptg000543l_000008
GO:0015078,_ptg000219l_000011
GO:0015078,_ptg000436l_000006
GO:0015078,_ptg000042l_000036
GO:0015078,_ptg000369l_000004
GO:0015078,_ptg000101l_000009
GO:0015078,_ptg000992l_000006
GO:0015078,_ptg000754l_000007
GO:0015078,_ptg000066l_000006
GO:0015078,_ptg000368l_000021
GO:0015078,_ptg000737l_000001
GO:0015078,_ptg000871l_000004
GO:0015078,_ptg000434l_000006
GO:0015078,_ptg001092l_000004
GO:0015078,_ptg000256l_000012
GO:0015078,_ptg000034l_000035
GO:0015078,_ptg000529l_000013
GO:0015078,_ptg000023l_000053
GO:0015078,_ptg000323l_000008
GO:0015078,_ptg000548l_000007
GO:0015078,_ptg000756l_000006
GO:0015078,_ptg000471l_000002
GO:0015078,_ptg000007l_000304
GO:0015078,_ptg000387l_000010
GO:0015078,_ptg000808l_000003
GO:0015078,_ptg000512l_000005
GO:0015078,_ptg000042l_000034
GO:0015078,_ptg000860l_000004
GO:0015078,_ptg000265l_000012
GO:0015078,_ptg000897l_000004
GO:0015078,_ptg001035l_000005
GO:0015078,_ptg000127l_000007
GO:0015078,_ptg000567l_000010
GO:0015078,_ptg000401l_000012
GO:0015078,_ptg000318l_000009
GO:0015078,_ptg000760l_000005
GO:0015078,_ptg000744l_000014
GO:0015078,_ptg000964l_000006
GO:0015078,_ptg000992l_000005
GO:0015078,_ptg000665l_000005
GO:0015078,_ptg000472l_000012
GO:0015078,_ptg000786l_000005
GO:0015078,_ptg000860l_000005
GO:0015078,_ptg000254l_000009
GO:0015078,_ptg000511l_000004
GO:0015078,_ptg000732l_000011
GO:0015078,_ptg001081l_000005
GO:0015078,_ptg000466l_000005
GO:0015078,_ptg000562l_000003
GO:0015078,_ptg000393l_000005
GO:0015078,_ptg000764l_000008
GO:0015078,_ptg000732l_000010
GO:0015078,_ptg000246l_000004
GO:0015078,_ptg000516l_000013
GO:0015078,_ptg000760l_000004
GO:0015078,_ptg000578l_000005
GO:0015078,_ptg000816l_000005
GO:0015078,_ptg000408l_000006
GO:0015078,_ptg000317l_000013
GO:0015078,_ptg000170l_000008
GO:0015078,_ptg000046l_000009
GO:0015078,_ptg000010l_002976
GO:0015078,_ptg000828l_000006
GO:0015078,_ptg000447l_000004
GO:0015078,_ptg000015l_000025
GO:0015078,_ptg000813l_000009
GO:0015078,_ptg000171l_000001
GO:0015078,_ptg000851l_000004
GO:0015078,_ptg000020l_000173
GO:0015078,_ptg000945l_000005
GO:0015078,_ptg000137l_000003
GO:0015078,_ptg001016l_000003
GO:0015078,_ptg000377l_000006
GO:0015078,_ptg000414l_000009
GO:0015078,_ptg000737l_000002
GO:0015078,_ptg000677l_000005
GO:0015078,_ptg000447l_000005
GO:0015078,_ptg000227l_000003
GO:0015078,_ptg000793l_000004
GO:0015078,_ptg000435l_000009
GO:0015078,_ptg000496l_000009
GO:0015078,_ptg000350l_000001
GO:0015078,_ptg000006l_000557
GO:0015078,_ptg000795l_000004
GO:0015078,_ptg000008l_000130
GO:0015078,_ptg000411l_000012
GO:0015078,_ptg000152l_000007
GO:0015078,_ptg000450l_000005
GO:0015078,_ptg000144l_000043
GO:0015078,_ptg000271l_000007
GO:0015078,_ptg001063l_000012
GO:0015078,_ptg000539l_000014
GO:0015078,_ptg001027l_000010
GO:0015078,_ptg000101l_000007
GO:0015078,_ptg000981l_000005
GO:0015078,_ptg000963l_000006
GO:0015078,_ptg000967l_000003
GO:0015078,_ptg000523l_000009
GO:0015078,_ptg000992l_000004
GO:0015078,_ptg000896l_000003
GO:0015078,_ptg000899l_000003
GO:0015078,_ptg000714l_000005
GO:0015078,_ptg000964l_000005
GO:0015078,_ptg000850l_000006
GO:0015078,_ptg000412l_000009
GO:0015078,_ptg001023l_000003
GO:0015078,_ptg000268l_000009
GO:0015078,_ptg000182l_000001
GO:0015078,_ptg000889l_000004
GO:0015078,_ptg000567l_000008
GO:0015078,_ptg000088l_000003
GO:0015078,_ptg001122l_000006
GO:0015078,_ptg000080l_000004
GO:0015078,_ptg000309l_000006
GO:0015078,_ptg000897l_000002
GO:0015078,_ptg000349l_000006
GO:0015078,_ptg000923l_000007
GO:0015078,_ptg000046l_000008
GO:0015078,_ptg000258l_000003
GO:0015078,_ptg000942l_000008
GO:0015078,_ptg000578l_000004
GO:0015078,_ptg000708l_000009
GO:0015078,_ptg000263l_000003
GO:0015078,_ptg000570l_000004
GO:0015078,_ptg000730l_000002
GO:0015078,_ptg000876l_000012
GO:0015078,_ptg000767l_000003
GO:0015078,_ptg000144l_000042
GO:0015078,_ptg000140l_000008
GO:0015078,_ptg000318l_000008
GO:0015078,_ptg000793l_000003
GO:0015078,_ptg000907l_000012
GO:0015078,_ptg001012l_000008
GO:0015078,_ptg000851l_000003
GO:0015078,_ptg001113l_000003
GO:0015078,_ptg000511l_000003
GO:0015078,_ptg000082l_000005
GO:0015078,_ptg000288l_000003
GO:0015078,_ptg000041l_000016
GO:0015078,_ptg001010l_000004
GO:0015078,_ptg000161l_000003
GO:0015078,_ptg000752l_000003
GO:0015078,_ptg000808l_000002
GO:0015078,_ptg000516l_000012
GO:0015078,_ptg000388l_000003
GO:0015078,_ptg000369l_000003
GO:0015078,_ptg000162l_000007
GO:0015078,_ptg000900l_000009
GO:0015078,_ptg000823l_000008
GO:0015078,_ptg000393l_000004
GO:0015078,_ptg000543l_000007
GO:0015078,_ptg000364l_000004
GO:0015078,_ptg000227l_000004
GO:0015078,_ptg000985l_000007
GO:0015078,_ptg000119l_000013
GO:0015078,_ptg001119l_000005
GO:0015078,_ptg000255l_000005
GO:0015078,_ptg000003l_001073
GO:0015078,_ptg000449l_000010
GO:0015079,_ptg000004l_000175
GO:0015079,_ptg000027l_000005
GO:0015079,_ptg000010l_002909
GO:0015079,_ptg000027l_000003
GO:0015079,_ptg000008l_001497
GO:0015079,_ptg000006l_000934
GO:0015079,_ptg000027l_000002
GO:0015079,_ptg000003l_000893
GO:0015079,_ptg000038l_000104
GO:0015079,_ptg000018l_000524
GO:0015079,_ptg000003l_001082
GO:0015079,_ptg000010l_002957
GO:0015079,_ptg000020l_001304
GO:0015079,_ptg000010l_000823
GO:0015079,_ptg000018l_001872
GO:0015079,_ptg000004l_000006
GO:0015079,_ptg000027l_000272
GO:0015079,_ptg000004l_000005
GO:0015079,_ptg000003l_001083
GO:0015079,_ptg000027l_000274
GO:0015079,_ptg000004l_000177
GO:0015079,_ptg000008l_001230
GO:0015079,_ptg000004l_000176
GO:0015079,_ptg000027l_000004
GO:0015079,_ptg000025l_000715
GO:0015079,_ptg000008l_000102
GO:0015079,_ptg000010l_002956
GO:0015095,_ptg000025l_000618
GO:0015095,_ptg000001l_000713
GO:0015095,_ptg000020l_001475
GO:0015095,_ptg000012l_000449
GO:0015095,_ptg000038l_000925
GO:0015095,_ptg000018l_000104
GO:0015095,_ptg000014l_001481
GO:0015095,_ptg000009l_000062
GO:0015095,_ptg000038l_000431
GO:0015095,_ptg000006l_001661
GO:0015095,_ptg000006l_000757
GO:0015095,_ptg000007l_000312
GO:0015098,_ptg000007l_000561
GO:0015098,_ptg000010l_002278
GO:0015098,_ptg000008l_000191
GO:0015098,_ptg000025l_000294
GO:0015098,_ptg000006l_000589
GO:0015098,_ptg000010l_001671
GO:0015116,_ptg000001l_001938
GO:0015116,_ptg000016l_000772
GO:0015116,_ptg000018l_001594
GO:0015116,_ptg000010l_001657
GO:0015116,_ptg000004l_000540
GO:0015116,_ptg000011l_000238
GO:0015116,_ptg000018l_001551
GO:0015116,_ptg000010l_000316
GO:0015116,_ptg000009l_000302
GO:0015116,_ptg000019l_000390
GO:0015165,_ptg000019l_000634
GO:0015165,_ptg000023l_000794
GO:0015165,_ptg000014l_001206
GO:0015165,_ptg000019l_001008
GO:0015165,_ptg000009l_000864
